Round,Poll end time,Game mode,Beatmapset ID,Topic ID,Yes,No,Topic title
16,2018-06-24T17:41:06+00:00,0,129520,762199,297,11,[osu!std] 6/17/18 Yousei Teikoku - Kyouki Chinden by Saten
16,2018-06-24T17:41:07+00:00,0,566624,762200,227,12,[osu!std] 6/17/18 gmtn. (witch&#039;s slave) - disperagioia by DoKito
16,2018-06-24T17:48:34+00:00,1,194955,762202,23,1,[osu!taiko] 6/17/18 MuryokuP - Frozen World by c36098651
16,2018-06-24T17:48:35+00:00,1,505696,762203,55,3,[osu!taiko] 6/17/18 MYTH &amp; ROID - L.L.L. by Devli
16,2018-06-24T17:48:37+00:00,1,498672,762205,44,3,[osu!taiko] 6/17/18 Camellia - ANOMALY by Y O U T A
16,2018-06-24T17:48:38+00:00,1,455972,762207,36,8,[osu!taiko] 6/17/18 LeaF - UR+ MusicEater LV99 by yuzu__rinrin
16,2018-06-24T17:48:39+00:00,1,651668,762208,46,2,[osu!taiko] 6/17/18 easyname - silly 300bpm thing by yea
16,2018-06-24T17:48:40+00:00,1,403812,762209,32,4,[osu!taiko] 6/17/18 Nanahira - Kakinchu no Uta -More Charin Ver.- by aabc271
16,2018-06-24T17:48:41+00:00,1,133064,762210,23,4,[osu!taiko] 6/17/18 t+pazolite - nekosogi Destruction by R i n g o
16,2018-06-24T17:54:12+00:00,2,40480,762215,36,5,[osu!catch] 6/17/18 S.S.H. - Fierce Fight-Remix by Snow Note
16,2018-06-24T17:54:13+00:00,2,78908,762216,36,0,[osu!catch] 6/17/18 MONSTA - Holdin&#039; On (Skrillex &amp; Nero Remix) by VelperK
16,2018-06-24T17:54:16+00:00,2,616346,762217,28,0,[osu!catch] 6/17/18 a_hisa - Dysthymia by Kyuare
16,2018-06-24T17:59:43+00:00,3,510874,762219,76,3,[osu!mania] 6/17/18 Kaimar Kube - TRI PALOSKI by Jole
16,2018-06-24T17:59:44+00:00,3,463897,762220,48,3,[osu!mania] 6/17/18 sun3 - Morgenglut 2012 by _underjoy
16,2018-06-24T17:59:45+00:00,3,237512,762221,61,5,[osu!mania] 6/17/18 Hommarju feat. mamiko - Katayoku no Tori by Awang411
16,2018-06-24T17:59:46+00:00,3,130464,762222,32,6,[osu!mania] 6/17/18 Zeami - Music Revolver by Entozer
16,2018-06-24T17:59:47+00:00,3,707421,762223,35,3,[osu!mania] 6/17/18 Fallen Shepherd ft. RabbiTon Strings - ENDYMION by Blocko
16,2018-06-24T17:59:48+00:00,3,254589,762224,43,3,[osu!mania] 6/17/18 senya - Tsuki ni Murakumo Hana ni Kaze by 17VA
16,2018-06-24T17:59:50+00:00,3,436217,762225,35,7,[osu!mania] 6/17/18 Yooh - LiFE Garden by pocket-Gao
16,2018-06-24T21:36:13+00:00,2,388122,762314,33,4,[osu!catch] 6/17/18 Camellia - gigadelic (Camellia&#039;s &quot;The TERA&quot; RMX) by Alumetorz
17,2018-07-08T19:15:30+00:00,0,370800,768645,264,104,[osu!std] 7/1/18 archdiggle - undertale temmie get money for colege by aaronzzz
17,2018-07-08T19:15:31+00:00,0,528981,768646,381,83,[osu!std] 7/1/18 Dudu Nobre - A Grande Familia (TV Size) by Tarrasky
17,2018-07-08T19:15:33+00:00,0,610054,768647,675,168,[osu!std] 7/1/18 Emmanuel Macron ft. Marine Le Pen - Poudre de Perlimpinpin by Usubiki
17,2018-07-08T19:15:34+00:00,0,334769,768648,330,74,[osu!std] 7/1/18 /v/ - AAAAAAAAAAAAAAAAAAAAAAAAAAAAAY LMAO by pLolz
17,2018-07-08T19:15:35+00:00,0,723641,768649,700,70,[osu!std] 7/1/18 Miraie - Gucci Gucci Literature Club&#039;s Not Hot (ft. Monika) by stq
17,2018-07-08T19:22:35+00:00,1,288544,768653,37,5,[osu!taiko] 7/1/18 Kommisar - Chipstream by BBB
17,2018-07-08T19:22:36+00:00,1,59482,768654,48,2,[osu!taiko] 7/1/18 ClariS - Connect (Nightcore Trance Remix) by Naryuga
17,2018-07-08T19:22:38+00:00,1,747311,768655,25,4,[osu!taiko] 7/1/18 CHARAN-PO-RANTAN - Anoko no Jinta(TAROLIN Remix) by rezi888
17,2018-07-08T19:22:39+00:00,1,532994,768656,41,5,[osu!taiko] 7/1/18 Camellia feat. nanahira - Kizuitara Shunkashuutou by shinchikuhome
17,2018-07-08T19:22:41+00:00,1,551632,768657,41,3,[osu!taiko] 7/1/18 Yuuyu - Howdy! and... Good-Die! by namaniku
17,2018-07-08T19:28:36+00:00,2,732021,768662,24,1,[osu!catch] 7/1/18 Kamome Sano - Choux a la creme by Vincs
17,2018-07-08T19:28:38+00:00,2,461353,768663,33,3,[osu!catch] 7/1/18 yak_won - Sewing Machine by ExGon
17,2018-07-08T19:35:40+00:00,3,477477,768666,54,9,[osu!mania] 7/1/18 Rings of Saturn - Eviscerate by Xay
17,2018-07-08T19:35:41+00:00,3,108708,768667,52,11,[osu!mania] 7/1/18 D_VOR - dEKA by Tidek
17,2018-07-08T19:35:46+00:00,3,74371,768668,37,17,[osu!mania] 7/1/18 EasyPop - Happy Synthesizer by c36098651
17,2018-07-08T19:35:47+00:00,3,506548,768669,66,21,[osu!mania] 7/1/18 Jinjin - ET Mania Mix by Jinjin
17,2018-07-08T19:35:48+00:00,3,291343,768670,53,7,[osu!mania] 7/1/18 ESTi - Ghostly Band ~ Phantom Ensemble by ArcherLove
17,2018-07-08T19:35:49+00:00,3,615959,768671,78,19,[osu!mania] 7/1/18 Frums - memoryfactory.lzh by Nivrad00
17,2018-07-08T19:35:49+00:00,3,257079,768672,50,7,[osu!mania] 7/1/18 xi - Valhalla by Remillion Cross
18,2018-07-23T19:37:43+00:00,0,439285,775630,219,11,[osu!std] 7/16/18 Shoko Nakagawa remixed by Assertive - Sorairo Days (Assertive Remix) by KoTo
18,2018-07-23T19:37:44+00:00,0,295422,775631,498,28,[osu!std] 7/16/18 Hige Driver join. SELEN - DADADADADADADADADADA (Long Version) by Lokovodo
18,2018-07-23T19:37:46+00:00,0,173302,775632,214,8,[osu!std] 7/16/18 yuikonnu &amp; ayaponzu* - Super Nuko World by Saten
18,2018-07-23T19:37:48+00:00,0,695053,775633,180,13,[osu!std] 7/16/18 BlackY - Double Pendulum by rrtyui
18,2018-07-23T19:37:49+00:00,0,50021,775634,109,11,[osu!std] 7/16/18 Floxytek - Dominus by Poggo
18,2018-07-23T19:48:33+00:00,1,591058,775641,41,3,[osu!taiko] 7/16/18 YUC&#039;e - Future Cider by KinomiCandy
18,2018-07-23T19:48:35+00:00,1,395660,775642,32,1,[osu!taiko] 7/16/18 Remo Prototype[CV: Hanamori Yumiri] - Sendan Life by Y O U T A
18,2018-07-23T19:48:36+00:00,1,404793,775643,37,5,[osu!taiko] 7/16/18 antiPLUR - Speed of Link by SKSalt
18,2018-07-23T19:48:37+00:00,1,608906,775644,19,3,[osu!taiko] 7/16/18 RoughSketch &amp; Massive New Krew ft. Nanahira - Extreme Music School by katacheh
18,2018-07-23T19:48:39+00:00,1,228460,775645,30,7,[osu!taiko] 7/16/18 Cornandbeans - Blaze by OnosakiHito
18,2018-07-23T19:53:48+00:00,2,713891,775650,31,9,[osu!catch] 7/16/18 Camellia - Feelin Sky (Camellia&#039;s &quot;200step&quot; Self-remix) by Spectator
18,2018-07-23T19:53:49+00:00,2,454574,775651,32,4,[osu!catch] 7/16/18 Kanpyohgo - Unmei no Dark Side -Rolling Gothic mix by dazzulay
18,2018-07-23T20:00:48+00:00,3,492143,775654,35,11,[osu!mania] 7/16/18 Nekodex - Circles (Daikyi Vocal Cover) by Halogen-
18,2018-07-23T20:00:49+00:00,3,428029,775655,36,4,[osu!mania] 7/16/18 Yamamoto Momiji - Doutei Korose (short Ver.) by ALEFY
18,2018-07-23T20:00:51+00:00,3,352759,775656,42,2,[osu!mania] 7/16/18 Shiraishi - Odin by Fullerene-
18,2018-07-23T20:00:52+00:00,3,326875,775657,26,10,[osu!mania] 7/16/18 sky-fi - sakura sweets (keii bootleg) by Agka
18,2018-07-23T20:00:54+00:00,3,171847,775658,28,10,[osu!mania] 7/16/18 Primary - Negative Legacy by Sorarei
18,2018-07-23T20:00:55+00:00,3,457392,775659,49,6,[osu!mania] 7/16/18 Sharlo - Owari no Sekai kara by dudehacker
18,2018-07-23T20:00:58+00:00,3,519849,775660,40,11,[osu!mania] 7/16/18 uma vs. Morimori Atsushi - Re : End of a Dream by qodtjr
19,2018-08-05T19:54:04+00:00,0,525461,781734,386,16,[osu!std] 7/29/18 WALKURE - Ikenai Borderline (Speed Up Ver.) by ChronoNig
19,2018-08-05T19:54:05+00:00,0,422994,781735,506,30,[osu!std] 7/29/18 Silent Siren - Soukai Rock by eLy
19,2018-08-05T19:54:06+00:00,0,78859,781736,242,40,[osu!std] 7/29/18 Tamaonsen - COZMIC DRIVE feat.Youko by caren_sk
19,2018-08-05T19:54:08+00:00,0,114849,781737,241,19,[osu!std] 7/29/18 goreshit - toromi hearts 2 by kiri09
19,2018-08-05T19:54:09+00:00,0,96366,781738,178,24,[osu!std] 7/29/18 Uetsu Shi - Firmament Castle &quot;Velier&quot; by Cherry Blossom
19,2018-08-05T19:59:29+00:00,1,540414,781743,83,3,[osu!taiko] 7/29/18 t+pazolite feat. Nanahira - Chou Kousoku Heroine Super Lumina... by suni
19,2018-08-05T19:59:32+00:00,1,317402,781744,34,5,[osu!taiko] 7/29/18 Lumpy - Yoru orioriorioriori by Firce777
19,2018-08-05T19:59:33+00:00,1,764382,781745,99,8,[osu!taiko] 7/29/18 Helblinde - Heaven&#039;s Fall (Speed Up Ver.) by hoku-4625
19,2018-08-05T19:59:34+00:00,1,705016,781746,52,6,[osu!taiko] 7/29/18 Camellia - Feelin Sky (Camellia&#039;s &quot;200step&quot; Self-remix) by Backfire
19,2018-08-05T19:59:35+00:00,1,620925,781747,43,4,[osu!taiko] 7/29/18 Berzerk+Haste - Kurukurukiikii by Gezoda
19,2018-08-05T20:02:03+00:00,2,539728,781750,74,5,[osu!catch] 7/29/18 DJ Sharpnel - Pacific Girls by ExGon
19,2018-08-05T20:02:05+00:00,2,428147,781751,47,6,[osu!catch] 7/29/18 Team Grimoire - C18H27NO3 by Milquar
19,2018-08-05T20:07:12+00:00,3,492000,781754,152,9,[osu!mania] 7/29/18 Tatsh - IMAGE -MATERIAL- &lt;Version 0&gt; by Fullerene-
19,2018-08-05T20:07:13+00:00,3,727666,781755,78,12,[osu!mania] 7/29/18 Amane - Dodger’s Gadget by inteliser
19,2018-08-05T20:07:14+00:00,3,575780,781756,60,13,[osu!mania] 7/29/18 Rawtekk - Amber’s Love Was Like A Marble (Billain Remix) by Abraxos
19,2018-08-05T20:07:15+00:00,3,539712,781757,59,11,[osu!mania] 7/29/18 Susumu Hirasawa - Chaser by Wh1teh
19,2018-08-05T20:07:16+00:00,3,142674,781758,73,14,[osu!mania] 7/29/18 ZAQ - Alteration by 17VA
19,2018-08-05T20:07:17+00:00,3,308655,781759,61,14,[osu!mania] 7/29/18 senya - Youyoumu no Gotoku by pporse
19,2018-08-05T20:07:18+00:00,3,351167,781760,124,8,[osu!mania] 7/29/18 Kana Hanazawa - Renai Circulation by CircusGalop
20,2018-08-19T19:15:04+00:00,0,389467,788664,521,28,[osu!std] 8/12/18 toby fox - Undertale Boss Themes by Arphimigon
20,2018-08-19T19:15:05+00:00,0,461509,788665,385,85,[osu!std] 8/12/18 Marshmello - Alone by Zer0-
20,2018-08-19T19:15:08+00:00,0,745388,788666,396,71,[osu!std] 8/12/18 Egor Nuts - I&#039;m getting married to an anime girl by XenjeS
20,2018-08-19T19:15:10+00:00,0,450363,788667,567,13,[osu!std] 8/12/18 Lime - smiling by elchxyrlia
20,2018-08-19T19:15:11+00:00,0,753518,788668,505,26,[osu!std] 8/12/18 NOA - Monsters by Shifu Touka
20,2018-08-19T19:22:57+00:00,1,313081,788671,34,5,[osu!taiko] 8/12/18 Hitori Tori - perthed again (yambabom remix) by tsubaki131
20,2018-08-19T19:22:59+00:00,1,635497,788672,59,8,[osu!taiko] 8/12/18 xi - Glorious Crown by iloveyou4ever
20,2018-08-19T19:23:00+00:00,1,792135,788673,70,18,[osu!taiko] 8/12/18 katagiri - cafe de kemomimi loli by Soukun1shiki
20,2018-08-19T19:23:01+00:00,1,750306,788674,38,1,[osu!taiko] 8/12/18 Kaitendaentai - Soutou no Rei by yea
20,2018-08-19T19:23:02+00:00,1,338578,788675,54,4,[osu!taiko] 8/12/18 kuroma - Pon-Pon-Pompoko Dai-Sen-Saw! by -xNaCLx-
20,2018-08-19T19:25:42+00:00,2,772138,788679,53,3,[osu!catch] 8/12/18 ExileLord - Soulless 4 by Kyptoric
20,2018-08-19T19:25:44+00:00,2,433672,788680,29,2,[osu!catch] 8/12/18 Abecky - Vampire Edge by ursa
20,2018-08-19T19:32:21+00:00,3,728851,788687,64,5,[osu!mania] 8/12/18 DragonForce - ULTRA BEATDOWN SUPREME by IcyWorld
20,2018-08-19T19:32:24+00:00,3,658097,788688,54,6,[osu!mania] 8/12/18 Function Phantom - Euclid by juankristal
20,2018-08-19T19:32:25+00:00,3,372942,788689,75,12,[osu!mania] 8/12/18 Kyary Pamyu Pamyu - Ninja Re Bang Bang by ecafree2
20,2018-08-19T19:32:26+00:00,3,504091,788690,47,8,[osu!mania] 8/12/18 Nauts - Second Run (Core Mix) by Reba
20,2018-08-19T19:32:27+00:00,3,526356,788691,72,8,[osu!mania] 8/12/18 Getty vs. DJ DiA - Grayed Out -Antifront- by MEGAtive
20,2018-08-19T19:32:28+00:00,3,679321,788692,36,8,[osu!mania] 8/12/18 wa. - Black lotus by Rain-
20,2018-08-19T19:32:29+00:00,3,304248,788693,41,7,[osu!mania] 8/12/18 CELLON. - Madpakke by [ C r a c k ]
21,2018-09-02T21:58:05+00:00,0,757945,795457,1695,190,[osu!std] 8/26/18 ExileLord - Soulless 4 by Woey
21,2018-09-02T21:58:07+00:00,0,589603,795458,2041,414,[osu!std] 8/26/18 Unlike Pluto - Everything Black (feat. Mike Taylor) by CoolGuyRift
21,2018-09-02T21:58:07+00:00,0,651399,795459,2471,165,[osu!std] 8/26/18 NayutalieN - Alien Alien (Nhato Remix) by Awlex
21,2018-09-02T21:58:09+00:00,0,105881,795461,1006,277,[osu!std] 8/26/18 Suzuki Konomi n&#039; Kiba of Akiba - Watashi ga Motenai... by happy623
21,2018-09-02T21:58:10+00:00,0,365024,795462,1536,266,[osu!std] 8/26/18 Toby Fox - Your Best Nightmare by TheCoffeeLord
21,2018-09-02T21:58:11+00:00,0,386619,795463,1681,56,[osu!std] 8/26/18 Asriel - Kegare Naki Yume by Settia
21,2018-09-02T21:58:12+00:00,0,579235,795464,1836,134,[osu!std] 8/26/18 yuikonnu - Yume Chizu (Speed Up Ver.) by Shunao
21,2018-09-02T21:58:13+00:00,0,697726,795465,1992,98,[osu!std] 8/26/18 KASAI HARCORES - TRIPLE PLAY by Chickensio
21,2018-09-02T21:58:25+00:00,0,734715,795466,1988,120,[osu!std] 8/26/18 Sheet Music Boss - RUSH B by FrostiDrinks
21,2018-09-02T21:58:28+00:00,0,332569,795467,925,258,[osu!std] 8/26/18 LADYBABY - Nippon Manju by YellowManul
21,2018-09-02T22:06:17+00:00,2,528582,795471,656,22,[osu!catch] 8/26/18 Araki - Snow Drive (01.23) by Minato Yukina
21,2018-09-02T22:06:18+00:00,2,596674,795472,279,24,[osu!catch] 8/26/18 penoreri - Preserved Valkyria by rew0825
21,2018-09-02T22:13:24+00:00,3,828129,795477,365,21,[osu!mania] 8/26/18 Sharkey &amp; Arkitech - Quadraphinix by Xay
21,2018-09-02T22:13:30+00:00,3,309653,795478,317,24,[osu!mania] 8/26/18 maras k - play time!! by ExVeemon
21,2018-09-02T22:13:31+00:00,3,352201,795479,164,29,[osu!mania] 8/26/18 Ruby My Dear - 7C0 by Pope Gadget
21,2018-09-02T22:13:32+00:00,3,515354,795480,154,42,[osu!mania] 8/26/18 Gareth Coker - Fleeing Kuro by Halogen-
21,2018-09-02T22:13:34+00:00,3,277125,795481,180,19,[osu!mania] 8/26/18 MiddleIsland - Delrio by Remillion Cross
21,2018-09-02T22:13:35+00:00,3,489259,795482,346,35,[osu!mania] 8/26/18 Hana - Sakura no Uta by Raediaufar
21,2018-09-02T22:13:36+00:00,3,450649,795483,249,21,[osu!mania] 8/26/18 osu!mania 7K Dan Course - LN Dan Phase I by Jinjin
21,2018-09-02T22:13:37+00:00,3,206097,795484,180,14,[osu!mania] 8/26/18 Betwixt &amp; Between - 12 little fragments of silence by Fullerene-
22,2018-09-16T23:36:21+00:00,0,531751,801917,936,48,[osu!std] 9/9/18 B-ko(Cv:Touyama Nao) - Nisemono Chuuihou by Musty
22,2018-09-16T23:36:22+00:00,0,731899,801918,917,29,[osu!std] 9/9/18 Gohma - Forward by Evgerable
22,2018-09-16T23:36:24+00:00,0,425169,801919,1132,55,[osu!std] 9/9/18 DECO*27 - Ghost Rule by val0108
22,2018-09-16T23:36:25+00:00,0,392041,801920,532,73,[osu!std] 9/9/18 Muzzy - Calling Out (feat. KG &amp; Skyelle) 205 by elchxyrlia
22,2018-09-16T23:36:26+00:00,0,226670,801921,561,57,[osu!std] 9/9/18 senya - Iro wa Jou e to Izanau by Momizi
22,2018-09-16T23:36:27+00:00,0,321727,801922,803,177,[osu!std] 9/9/18 Opacha - Opacha by Morbon
22,2018-09-16T23:36:28+00:00,0,659007,801923,734,79,[osu!std] 9/9/18 Doda - Dziekuje by -NeBu-
22,2018-09-16T23:36:29+00:00,0,256997,801924,521,37,[osu!std] 9/9/18 Helblinde - Grief &amp; Malice by Necroluttah
22,2018-09-16T23:36:29+00:00,0,782508,801925,956,28,[osu!std] 9/9/18 Kobaryo - Tool-Assisted Speedcore (TQBF Frame Advance RMX) by Mismagius
22,2018-09-16T23:36:30+00:00,0,730288,801926,580,32,[osu!std] 9/9/18 K A Z M A S A - RTCMON by BarkingMadDog
22,2018-09-16T23:45:05+00:00,1,804530,801930,116,5,[osu!taiko] 9/9/18 star anis - Adult Mode [YUC&#039;e Remix] by hoku
22,2018-09-16T23:45:06+00:00,1,794048,801931,317,69,[osu!taiko] 9/9/18 Various Artists - PEPPY FIX TAIKO STAR RATING PLEASE by ARGENTINE DREAM
22,2018-09-16T23:45:07+00:00,1,667033,801932,72,7,[osu!taiko] 9/9/18 Qoiet - Shunyata by tasuke912
22,2018-09-16T23:45:08+00:00,1,773541,801933,127,7,[osu!taiko] 9/9/18 kobaryo - HUG AND KILL by vzk
22,2018-09-16T23:48:45+00:00,2,475028,801937,64,8,[osu!catch] 9/9/18 petit milady - Koi wa Milk Tea by Catch The Beat
22,2018-09-16T23:48:47+00:00,2,327638,801938,77,16,[osu!catch] 9/9/18 Amane - Space time[Amane Hard core Remix] by [224]Hyperw7
22,2018-09-16T23:55:19+00:00,3,442140,801945,124,12,[osu!mania] 9/9/18 Suguro - Sun Valley (K2 Remix) by Guilhermeziat
22,2018-09-16T23:55:20+00:00,3,687108,801946,92,19,[osu!mania] 9/9/18 puru - Toki (maidable remix) by Shoegazer
22,2018-09-16T23:55:21+00:00,3,463038,801947,97,8,[osu!mania] 9/9/18 Neun_jack - Gypsy gets the Tek by LeiN-
22,2018-09-16T23:55:22+00:00,3,725793,801948,141,15,[osu!mania] 9/9/18 Hommarju - Rock It by Mage
22,2018-09-16T23:55:23+00:00,3,510249,801949,122,14,[osu!mania] 9/9/18 (K)NoW_NAME - Knew day by Niima
22,2018-09-16T23:55:25+00:00,3,559646,801950,162,14,[osu!mania] 9/9/18 xi - Grand Chariot by Arzenvald
22,2018-09-16T23:55:26+00:00,3,325867,801951,68,11,[osu!mania] 9/9/18 EBICO - Slit O by Nivrad00
22,2018-09-16T23:55:28+00:00,3,404314,801952,78,12,[osu!mania] 9/9/18 The Flashbulb - Chik Habit by Jinjin
23,2018-09-30T17:29:07+00:00,0,534107,807791,1317,42,[osu!std] 9/23/18 Camellia - GHOST by JeZag
23,2018-09-30T17:29:08+00:00,0,575384,807792,1306,139,[osu!std] 9/23/18 Son Tung M-TP - Noi Nay Co Anh by Asaiga
23,2018-09-30T17:29:09+00:00,0,399096,807793,1066,68,[osu!std] 9/23/18 Hatsune Miku - Kischer Marsch-OWATA 180BPM by Erza
23,2018-09-30T17:29:10+00:00,0,154972,807794,640,170,[osu!std] 9/23/18 sssShawnnnn - Pizza Rolls by Nozhomi
23,2018-09-30T17:29:11+00:00,0,461689,807795,1100,56,[osu!std] 9/23/18 Amatsuki - Chiisana Koi no Uta by Frost
23,2018-09-30T17:29:12+00:00,0,634949,807796,1166,50,[osu!std] 9/23/18 YUC&#039;e - Sunset Tea Cup by Rumia-
23,2018-09-30T17:29:13+00:00,0,570314,807797,844,58,[osu!std] 9/23/18 Camellia - ANOMALY by Akali
23,2018-09-30T17:29:14+00:00,0,630818,807798,661,51,[osu!std] 9/23/18 Rolling Contact - Technical Master by Naidaaka
23,2018-09-30T17:29:15+00:00,0,482382,807799,1095,51,[osu!std] 9/23/18 Imperial Circus Dead Decadence - Shinbatsu o Tadori-Kyou-Kotsu ni Itaru by Kite
23,2018-09-30T17:29:16+00:00,0,181957,807800,616,92,[osu!std] 9/23/18 kors k - Insane Techniques (Extended) by RLC
23,2018-09-30T17:34:50+00:00,1,122279,807803,259,37,[osu!taiko] 9/23/18 Agnete Kjolsrud - Get Jinxed by Hanjamon
23,2018-09-30T17:34:51+00:00,1,593618,807804,67,10,[osu!taiko] 9/23/18 tarolabo - Miko by Nyan
23,2018-09-30T17:34:52+00:00,1,815747,807805,116,7,"[osu!taiko] 9/23/18 Hanacco - Uchiage Hanabi, Doko Kara Mirunen w by HEKUSODASU"
23,2018-09-30T17:34:52+00:00,1,494032,807806,133,2,[osu!taiko] 9/23/18 dj TAKA - Colors (sasakure.UK Futurelogic Remix) by bananannian
23,2018-09-30T17:37:33+00:00,2,396789,807812,119,9,[osu!catch] 9/23/18 Chroma - Sayonara Planet Wars by Badis
23,2018-09-30T17:37:34+00:00,2,28282,807813,72,10,[osu!catch] 9/23/18 Nico Nico Douga - Kake nukeru Nico Nico Douga by ZHSteven
23,2018-09-30T17:44:07+00:00,3,644943,807816,162,21,[osu!mania] 9/23/18 DJ Sharpnel - Lolit Speed by IcyWorld
23,2018-09-30T17:44:08+00:00,3,203250,807817,123,25,[osu!mania] 9/23/18 DEV/NULL - Rave 7 by hi19hi19
23,2018-09-30T17:44:09+00:00,3,694903,807818,160,24,[osu!mania] 9/23/18 Kommisar - Southern Waters Assault 8bit by Gekido-
23,2018-09-30T17:44:10+00:00,3,732986,807819,135,35,[osu!mania] 9/23/18 Eskmo - Cloudlight (cut) by Ciel
23,2018-09-30T17:44:11+00:00,3,158113,807820,124,17,[osu!mania] 9/23/18 Daisy x Daisy - Towa no Kizuna feat Another Infinity x1.1 by MoTeSolo
23,2018-09-30T17:44:12+00:00,3,612184,807821,179,10,[osu!mania] 9/23/18 Ice - Parodia Sonatina -Grande- by Mentholzzz
23,2018-09-30T17:44:13+00:00,3,338199,807822,114,11,[osu!mania] 9/23/18 orangentle / Yu_Asahina - HAELEQUINZ -the clown of 24stairs- by AncuL
23,2018-09-30T17:44:14+00:00,3,361372,807823,225,16,[osu!mania] 9/23/18 Risk Junk - quaver by Reba
24,2018-10-15T03:44:13+00:00,0,516608,813800,412,65,[osu!std] 10/7/18 Aero Chord feat. Anna Yvette - Break Them by olteR
24,2018-10-15T03:44:14+00:00,0,148615,813801,310,54,[osu!std] 10/7/18 Nanahira - Francium by T1Y
24,2018-10-15T03:44:15+00:00,0,615870,813802,458,17,[osu!std] 10/7/18 YUC&#039;e - PUMP by Flare-kun
24,2018-10-15T03:44:16+00:00,0,372723,813803,289,70,[osu!std] 10/7/18 toby fox - Spider Dance Dual Mix by Battle
24,2018-10-15T03:44:17+00:00,0,306012,813804,300,63,[osu!std] 10/7/18 sHimaU - SLOTcore Is Dead by Arphimigon
24,2018-10-15T03:44:18+00:00,0,487784,813805,398,43,[osu!std] 10/7/18 Yunomi - Wakusei Rabbit (feat. TORIENA) by GenDoNL
24,2018-10-15T03:44:19+00:00,0,637085,813806,501,31,[osu!std] 10/7/18 A-F-R-O - Definition of a Rap Flow by Ali-
24,2018-10-15T03:44:19+00:00,0,611867,813807,287,21,[osu!std] 10/7/18 DJ Noriken - Turn It Up feat. Kanae Asaba by Akali
24,2018-10-15T03:44:20+00:00,0,439147,813808,314,17,[osu!std] 10/7/18 Camellia - Bloody kiss by Shrukaghn
24,2018-10-15T03:44:21+00:00,0,729089,813809,465,80,[osu!std] 10/7/18 Principal Skinner and Superintendent Chalmers - Steamed Hams by ProfessionalBox
24,2018-10-15T03:48:56+00:00,1,754140,813813,46,3,[osu!taiko] 10/7/18 U1 overground - Endorphin by ekumea1123
24,2018-10-15T03:48:57+00:00,1,477736,813814,37,1,[osu!taiko] 10/7/18 DJ Sharpnel - UNSTABLE SKY AND OTHERS (DJ SHARPNEL MEGAMIX) by Nofool
24,2018-10-15T03:48:58+00:00,1,673226,813815,45,2,[osu!taiko] 10/7/18 Aiobahn &amp; Yunomi - Ginga Tetsudou no Penguin ft. nicamoq (Stripe.P Remix) by Kit
24,2018-10-15T03:48:59+00:00,1,776725,813816,86,2,[osu!taiko] 10/7/18 YUC&#039;e - YUC&#039;e Songs Mapset by yyyyyyyyyyypetu
24,2018-10-15T03:51:02+00:00,2,563953,813818,32,0,[osu!catch] 10/7/18 bo en - my time by -Plus-
24,2018-10-15T03:51:03+00:00,2,57850,813819,28,2,[osu!catch] 10/7/18 The Quick Brown Fox - Cloudsmasher by ExGon
24,2018-10-15T03:55:29+00:00,3,621965,813821,61,11,[osu!mania] 10/7/18 Fractal Dreamers - Fortuna Redux by Kizuna
24,2018-10-15T03:55:30+00:00,3,205220,813822,61,3,[osu!mania] 10/7/18 Darren Styles - Heartbeatz by Leo137
24,2018-10-15T03:55:31+00:00,3,594896,813823,45,6,[osu!mania] 10/7/18 Laur - KILL KILL KILL KILL KILL by Valedict
24,2018-10-15T03:55:32+00:00,3,681311,813824,56,6,[osu!mania] 10/7/18 Camellia - Chirality by Abraxos
24,2018-10-15T03:55:32+00:00,3,270703,813825,42,4,[osu!mania] 10/7/18 Kola Kid - Spaceman by wizardoffail
24,2018-10-15T03:55:33+00:00,3,570407,813826,47,2,[osu!mania] 10/7/18 Kyary Pamyu Pamyu - HARAJUKU IYAHOI by ArcherLove
24,2018-10-15T03:55:34+00:00,3,225274,813827,46,13,[osu!mania] 10/7/18 S.I.D Sound - Pink Gold by Sorarei
24,2018-10-15T03:55:35+00:00,3,451788,813828,76,6,[osu!mania] 10/7/18 osu!mania 7K Dan Course - Regular Dan Phase II by Jinjin
25,2018-10-29T03:38:45+00:00,0,359404,819687,386,31,[osu!std] 10/21/18 La Caution - The a la Menthe (Instrumental) by pandemicxlr
25,2018-10-29T03:38:46+00:00,0,813569,819688,479,23,[osu!std] 10/21/18 Laur - Sound Chimera by Nattu
25,2018-10-29T03:38:47+00:00,0,227778,819689,253,143,[osu!std] 10/21/18 MajorLeagueWobs - Major League Can Can by Cassu2
25,2018-10-29T03:38:47+00:00,0,456802,819690,274,159,[osu!std] 10/21/18 Yes - Roundabout by IwanWenChoong
25,2018-10-29T03:38:48+00:00,0,205425,819691,283,51,[osu!std] 10/21/18 Nujabes - Lady Brown (feat. Cise Starr) by Mawkawa
25,2018-10-29T03:38:49+00:00,0,828563,819692,413,21,[osu!std] 10/21/18 Noriko Mitose - Unreal Player by Mao
25,2018-10-29T03:38:50+00:00,0,356973,819693,319,12,[osu!std] 10/21/18 Buta-Otome - Towa no Maigo by BarkingMadDog
25,2018-10-29T03:38:50+00:00,0,308759,819694,313,23,[osu!std] 10/21/18 Helblinde - C204 by Taikuta
