Round,Poll end time,Game mode,Beatmapset ID,Topic ID,Yes,No,Topic title
34,2019-03-03T21:15:05+00:00,2,927145,873722,26,5,[osu!catch] NekomataMaster - Chain of Pain by DakkyChan
34,2019-03-03T21:15:05+00:00,1,179204,873723,27,4,[osu!taiko] nao - Towa naru Kizuna to Omoi no Kiseki by ll-oscar
34,2019-03-03T21:15:05+00:00,1,541163,873724,33,4,[osu!taiko] Umeboshi Chazuke - Panic Popn Picnic by asuasu_yura
34,2019-03-03T21:15:06+00:00,1,374328,873725,44,7,[osu!taiko] Sara - Natu iro Present Wo BPM180 Ni Shitemita by KitajimaYN
34,2019-03-03T21:15:06+00:00,1,714729,873726,44,7,[osu!taiko] fallen Shepherd ft. RabbiTon Strings - ENDYMION by [_Chichinya_]
34,2019-03-03T21:15:06+00:00,0,317737,873727,115,12,[osu!standard] uno (IOSYS) - #Fairy_dancing_in_lake by Necroluttah
34,2019-03-03T21:15:07+00:00,0,193856,873728,152,14,[osu!standard] dj TAKA meets DJ YOSHITAKA - Elemental Creation by DoKito
34,2019-03-03T21:15:07+00:00,0,508884,873729,165,12,[osu!standard] Imperial Circus Dead Decadence - Chinurareta Shuren ni Fukeru Houmura by alkotras42
34,2019-03-03T21:15:07+00:00,0,716079,873730,178,19,[osu!standard] lapix - Nexta by DTM9 Nowa
34,2019-03-03T21:15:08+00:00,0,185491,873731,177,28,[osu!standard] Jin ft. Matsuyama Kouta (BYEE the ROUND) - Lost Time Memory by captin1
34,2019-03-03T21:15:08+00:00,0,545417,873732,151,11,[osu!standard] LowFat x Onnyu - DAYBREAK FRONTLINE (Rap Arrange) by Anmiy
34,2019-03-03T21:15:08+00:00,0,714671,873733,231,7,[osu!standard] sakuraburst - data corruption symphony by sammish
34,2019-03-03T21:15:09+00:00,0,391989,873734,202,16,[osu!standard] toby fox - Spider Dance (Dual Mix) by ChronoNig
34,2019-03-03T21:15:09+00:00,0,549468,873735,213,16,[osu!standard] Shimotsuki Haruka - Youka to Yumeutsutsu by Yusomi
34,2019-03-03T21:15:10+00:00,0,638414,873736,255,14,[osu!standard] Thaehan - Doki-Doki by Piggey
35,2019-03-18T17:12:19+00:00,3,808101,880215,88,4,[osu!mania] 40mP feat. yuikonnu - Ame to Asphalt by MisterLuka
35,2019-03-18T17:12:20+00:00,3,695388,880216,52,3,[osu!mania] Kurenainagi Tabibito - Otenba Koimusume by Kawawa
35,2019-03-18T17:12:22+00:00,3,853406,880217,65,6,[osu!mania] Venetian Snares - Contain by Halogen-
35,2019-03-18T17:12:23+00:00,3,509116,880218,94,3,[osu!mania] Various Artists - Wh1teh Pack #3 by Wh1teh
35,2019-03-18T17:12:24+00:00,3,640251,880219,77,4,[osu!mania] Murasaki Hotaru - Re:TrymenT by shuniki
35,2019-03-18T17:12:27+00:00,2,356473,880221,51,26,[osu!catch] LADYBABY - Nippon manju by Michael Jordan
35,2019-03-18T17:12:28+00:00,2,96678,880222,27,11,[osu!catch] Alex S. - Game Grumpy by Blaster812
35,2019-03-18T17:12:31+00:00,1,716866,880224,48,18,[osu!taiko] Noam Lederman - Nosso Samba by mangomizer
35,2019-03-18T17:12:32+00:00,1,734434,880225,31,5,[osu!taiko] katagiri - Katagiri by 7_7
35,2019-03-18T17:12:33+00:00,1,579494,880226,56,7,[osu!taiko] Camellia feat. Nanahira - We Love Hardcore by katacheh
35,2019-03-18T17:19:56+00:00,0,359821,880233,173,5,[osu!standard] Yooh - LegenD. by toybot
35,2019-03-18T17:19:58+00:00,0,386602,880234,157,13,[osu!standard] Camellia as &quot;Bang Riot&quot; - Blastix Riotz by Reol
35,2019-03-18T17:20:01+00:00,0,615878,880235,157,14,[osu!standard] lapix - Labyrinth by Akali
35,2019-03-18T17:20:03+00:00,0,764254,880236,141,10,[osu!standard] a_hisa - Snow Prism by Yoshimaro
35,2019-03-18T17:20:05+00:00,0,611729,880237,193,12,[osu!standard] Camellia - PLANET//SHAPER by 09kami
35,2019-03-18T17:20:07+00:00,0,53059,880238,221,24,[osu!standard] Renard - Dash Hopes 3 by Rizumu Tenshi
35,2019-03-18T17:20:09+00:00,0,803415,880239,173,10,[osu!standard] forest - 60th Summer of Love by Fushimi Rio
35,2019-03-18T17:20:11+00:00,0,756066,880240,262,18,[osu!standard] YUC&#039;e - Night Club Junkie by Nathan
35,2019-03-18T17:20:13+00:00,0,426602,880241,179,15,[osu!standard] Aimiya Zero - -ERROR by Yusomi
35,2019-03-18T17:20:15+00:00,0,595127,880242,227,14,[osu!standard] Seiryu - AO-Infinity by Mordred
36,2019-04-01T04:10:39+00:00,3,191164,885953,63,8,[osu!mania] 3L - Endless night by Fiea
36,2019-04-01T04:10:41+00:00,3,305124,885954,98,7,[osu!mania] DJ Sharpnel - Back to the gate by pporse
36,2019-04-01T04:10:43+00:00,3,846866,885955,75,9,[osu!mania] Feryquitous feat. Sennzai - Rhuzerv by Abraxos
36,2019-04-01T04:10:45+00:00,3,589727,885956,107,12,[osu!mania] USAO - Dynamite (Extended Mix) by Azubeur
36,2019-04-01T04:10:47+00:00,3,339222,885957,504,127,[osu!mania] DJ Myosuke &amp; Noizenecio - Architecture by Mat
36,2019-04-01T04:10:54+00:00,2,316786,885959,38,2,[osu!catch] Nanahoshi Kangengakudan - Meikaruza (inst) by Badis
36,2019-04-01T04:11:02+00:00,2,569602,885960,34,6,[osu!catch] Various Artists - CapTurelip.LiPPS by Furely
36,2019-04-01T04:11:08+00:00,1,920188,885962,58,3,[osu!taiko] Sakuzyo - Lie by komasy
36,2019-04-01T04:11:10+00:00,1,772836,885963,42,10,[osu!taiko] RoughSketch feat. DD &quot;Nakata&quot; Metal - Booths of Fighters (Camellia&#039;s &quot;Barra ... by Nwolf
36,2019-04-01T04:11:15+00:00,1,349903,885964,43,11,[osu!taiko] Camellia feat. Nanahira - Shakunetsu Candle Master Tomoshii by KinomiCandy
36,2019-04-01T04:11:20+00:00,1,829545,885965,58,5,[osu!taiko] SEVENTH SISTERS - SEVENTH HAVEN (Mtell Remix) by Shallty
36,2019-04-01T04:11:26+00:00,0,291784,885967,175,10,[osu!standard] xi - Akasha by Midge
36,2019-04-01T04:11:28+00:00,0,336772,885968,143,13,[osu!standard] Ocelot - TSUBAKI by kiddly
36,2019-04-01T04:11:32+00:00,0,472946,885970,175,13,[osu!standard] Within Temptation - In The Middle Of The Night (Speed Up Ver.) by Sakura no Hana
36,2019-04-01T04:11:34+00:00,0,328641,885971,184,17,[osu!standard] Various Artists - Arphimigon Collection Three by Arphimigon
36,2019-04-01T04:11:36+00:00,0,365176,885972,188,9,[osu!standard] t+pazolite with Kabocha - Elder Dragon Legend by Voli
36,2019-04-01T04:11:38+00:00,0,502783,885973,163,11,[osu!standard] Morgan Page - Fight For You (Culture Code Remix) by PantyDev
36,2019-04-01T04:11:40+00:00,0,323302,885974,222,28,[osu!standard] S3RL - Catchit (Radio Edit) by HML
36,2019-04-01T04:11:43+00:00,0,613207,885975,302,14,[osu!standard] Araki - Chiisana Koi no Uta (Synth Rock Cover) by Shishou
36,2019-04-01T04:11:46+00:00,0,92052,885976,176,14,[osu!standard] Nekomata Master+ - squall by RLC
37,2019-04-15T16:42:39+00:00,3,672336,892035,46,7,[osu!mania] Chroma - tiny tales continue by qodtjr
37,2019-04-15T16:42:42+00:00,3,419387,892036,56,6,[osu!mania] Sakuzyo - Imprinting by KenZ
37,2019-04-15T16:42:45+00:00,3,609463,892037,78,15,[osu!mania] An - Saigo by juankristal
37,2019-04-15T16:42:48+00:00,3,852921,892038,77,15,[osu!mania] Aquellex - Tachyon Beam Cannon by Gekido-
37,2019-04-15T16:42:51+00:00,3,497750,892040,94,8,[osu!mania] goreshit - o&#039;er the flood by Shoegazer
37,2019-04-15T16:43:01+00:00,2,423389,892042,47,5,[osu!catch] BABYMETAL - Road of Resistance by Aryssiel
37,2019-04-15T16:43:04+00:00,2,684268,892043,32,2,[osu!catch] Silentroom - Nhelv by -Plus-
37,2019-04-15T16:43:11+00:00,1,928561,892045,38,4,[osu!taiko] REDALiCE vs MASAKI - BUCHiGiRE Berserker by Taka030
37,2019-04-15T16:43:14+00:00,1,311056,892046,28,3,[osu!taiko] papiyon feat. Hatsune Miku - White Prism by kanopu
37,2019-04-15T16:43:17+00:00,1,747789,892047,33,5,[osu!taiko] Ruby My Dear - Spectacle by Ulqui
37,2019-04-15T16:43:20+00:00,1,614723,892048,57,4,[osu!taiko] KAKU P-MODEL - Big Brother by nananass
37,2019-04-15T16:43:29+00:00,0,601896,892050,167,8,[osu!standard] 3R2 - Mischievous Masquerade by Settia
37,2019-04-15T16:43:32+00:00,0,448040,892051,139,17,[osu!standard] TRUE - Hiryuu no Kishi by FaiVillager
37,2019-04-15T16:43:35+00:00,0,275151,892052,190,17,[osu!standard] IOSYS - Usatei by Damnjelly
37,2019-04-15T16:43:38+00:00,0,307677,892053,151,16,[osu!standard] orangentle / Yu_Asahina - HAELEQUIN (Extended ver.) by DoKito
37,2019-04-15T16:43:41+00:00,0,665530,892054,178,18,[osu!standard] Camellia - GHOST by fanzhen0019
37,2019-04-15T16:43:44+00:00,0,617809,892055,218,15,[osu!standard] ryo(supercell) feat. Hatsune Miku - ODDS&amp;ENDS (Speed Up Ver.) by elchxyrlia
37,2019-04-15T16:43:47+00:00,0,549919,892056,197,6,[osu!standard] Nanahoshi Kangengakudan - Andromeda by Nattu
37,2019-04-15T16:43:50+00:00,0,55473,892057,183,10,[osu!standard] 150P - Nisemono Chuuihou by Star Stream
37,2019-04-15T16:43:53+00:00,0,519054,892058,335,23,[osu!standard] Thaehan - Doki-Doki by Mr HeliX
37,2019-04-15T16:43:56+00:00,0,833927,892059,329,21,[osu!standard] &quot;Weird Al&quot; Yankovic - Hardware Store by Mr Moseby
38,2019-04-29T15:55:57+00:00,3,631054,898248,56,5,[osu!mania] Haywyre - Dichotomy (Soft Mix) by BilliumMoto
38,2019-04-29T15:56:01+00:00,3,895138,898249,86,6,[osu!mania] osu!mania 7K Dan Courses - LN Dan Phase II by Jinjin
38,2019-04-29T15:56:05+00:00,3,776025,898250,100,7,[osu!mania] supercell - Sayonara Memories by eZmmR
38,2019-04-29T15:56:09+00:00,3,598277,898251,50,6,[osu!mania] Igorrr - Pavor Nocturnus by Janko
38,2019-04-29T15:56:13+00:00,3,520438,898252,168,5,[osu!mania] DJKurara - Japanese Transformation by XeoStyle
38,2019-04-29T15:56:25+00:00,2,631747,898254,51,1,[osu!catch] An - Saigo by Rocma
38,2019-04-29T15:56:29+00:00,2,746286,898255,70,6,[osu!catch] Afilia Saga - S.M.L* by [_-Kukkai-_]
38,2019-04-29T15:56:38+00:00,1,466884,898257,43,3,[osu!taiko] UNDEAD CORPORATION - and Say Good Bye... by tasuke912
38,2019-04-29T15:56:42+00:00,1,116227,898258,30,4,[osu!taiko] RoughSketch feat. aikapin - Grimm (tpz Despair Remix) by glalucard
38,2019-04-29T15:56:47+00:00,1,721544,898259,42,7,[osu!taiko] Getty - Pump It by yea
38,2019-04-29T15:56:51+00:00,1,438651,898260,39,5,[osu!taiko] weyheyhey !! - Loving The Girl Who Hates Me by Jaye
38,2019-04-29T15:57:02+00:00,0,553175,898263,133,6,[osu!standard] Camellia - Lunatic Rough Party!! (Long Ver.) by AtHeoN
38,2019-04-29T15:57:06+00:00,0,161471,898264,112,14,[osu!standard] The Black Dahlia Murder - What A Horrible Night To Have A Curse by Xytox
38,2019-04-29T15:57:10+00:00,0,755849,898265,190,11,[osu!standard] dark cat - hot chocolate by Pozy
38,2019-04-29T15:57:14+00:00,0,462520,898266,191,28,[osu!standard] New World Sound &amp; Thomas Newson - Flute (Original Mix) by ohad1881
38,2019-04-29T15:57:18+00:00,0,727668,898267,213,13,[osu!standard] Various Artists - International Wrestling Festival 2017 -DREAM COM ... by Black fires
38,2019-04-29T15:57:22+00:00,0,894714,898268,383,18,[osu!standard] Golec uOrkiestra - Slodycze by WubWoofWolf
38,2019-04-29T15:57:26+00:00,0,707249,898269,249,18,[osu!standard] Golec uOrkiestra - Slodycze by fartownik
38,2019-04-29T15:57:30+00:00,0,451487,898270,124,6,[osu!standard] Hatsuki Yura - Saramandora no Odoriko by Espeon
38,2019-04-29T15:57:34+00:00,0,70528,898271,135,7,[osu!standard] ginkiha - EOS by Shiva
38,2019-04-29T15:57:38+00:00,0,806235,898272,166,14,[osu!standard] Nhato - Gekka by Akali
39,2019-05-13T20:17:07+00:00,3,457724,904539,45,5,[osu!mania] sakuzyo - Kronos by aya
39,2019-05-13T20:17:11+00:00,3,337485,904540,34,3,"[osu!mania] Yanagawa Kazuki, Asano Hayato, Daisuke Achiwa - Stella ~Part 1~ by Kruzon"
39,2019-05-13T20:17:15+00:00,3,700389,904541,67,6,[osu!mania] Silentroom - Nhelv by Guilhermeziat
39,2019-05-13T20:17:19+00:00,3,773457,904542,55,6,[osu!mania] ASA-CHANG &amp; Junray - Hana by Xay
39,2019-05-13T20:17:23+00:00,3,392965,904543,87,10,[osu!mania] IOSYS - Endless Tewi-ma Park by arcwinolivirus
39,2019-05-13T20:17:35+00:00,2,783099,904545,37,6,[osu!catch] Various Artists - Dan ~ CTB ~ 1st Pack by Emiru
39,2019-05-13T20:17:39+00:00,2,839100,904547,52,7,[osu!catch] Masayoshi Minoshima - Bad Apple!! feat. nomico (Nardis Remix) by [-naniwa-]
39,2019-05-13T20:17:48+00:00,1,414317,904549,48,1,[osu!taiko] UNDEAD CORPORATION - Flowering Night Fever by Ekoro
39,2019-05-13T20:17:52+00:00,1,179217,904550,34,3,[osu!taiko] Feint - Tower Of Heaven (You Are Slaves) by Kagami Yuki
39,2019-05-13T20:17:56+00:00,1,191195,904551,32,4,[osu!taiko] Various Artists - Firce777&#039;s Stream Compilation 2 by Firce777
39,2019-05-13T20:18:00+00:00,1,42741,904552,34,5,"[osu!taiko] t+pazolite - to Luv me, I *** for u. (reprise) by Backfire"
39,2019-05-13T20:18:11+00:00,0,429956,904554,120,14,[osu!standard] Kikuo - Aishite Aishite Aishite by nyu -
39,2019-05-13T20:18:15+00:00,0,689366,904555,144,6,[osu!standard] Receptor - Kislorod by Xearo
39,2019-05-13T20:18:19+00:00,0,575788,904556,221,16,"[osu!standard] Imperial Circus Dead Decadence - Fusyoku ressentiment, fushiyoku  ... by Bibbity Bill"
39,2019-05-13T20:18:23+00:00,0,178691,904558,136,20,[osu!standard] Megadeth - Hangar 18 by Doomsday
39,2019-05-13T20:18:29+00:00,0,483795,904560,193,9,[osu!standard] Morimori Atsushi - Paradigm Shift by ninfia
39,2019-05-13T20:18:33+00:00,0,384208,904561,145,10,[osu!standard] DJ SHARPNEL - BLUE ARMY by caned
39,2019-05-13T20:18:37+00:00,0,408820,904562,183,19,[osu!standard] t+pazolite - Bad Boy&#039;s missa by DoKito
39,2019-05-13T20:18:41+00:00,0,94671,904563,142,12,[osu!standard] Kuroneko Dungeon - Ryuu to Shoujo to Decoherence by ignorethis
39,2019-05-13T20:18:45+00:00,0,807885,904564,262,16,[osu!standard] frederic - ONLYWONDER by n0ah
39,2019-05-13T20:18:49+00:00,0,357487,904565,322,9,[osu!standard] DJ&#039;TEKINA//SOMETHING - Internet bitch P*Light Remix by Meg
40,2019-05-28T15:19:03+00:00,3,598654,910852,38,5,[osu!mania] Kajiura Yuki - Credens justitiam by Flexo123
40,2019-05-28T15:19:10+00:00,3,872779,910853,40,4,[osu!mania] Ujico*/Snail&#039;s House - Snailchan Adventure by Wonki
40,2019-05-28T15:19:17+00:00,3,684675,910854,51,6,[osu!mania] fallen shepherd feat. RabbiTon Strings - ENDYMION by Halogen-
40,2019-05-28T15:19:25+00:00,3,580790,910855,62,12,[osu!mania] Helblinde - A Reyvateil&#039;s Curse by Skochan
40,2019-05-28T15:19:32+00:00,3,934819,910856,66,6,[osu!mania] PSYQUI - Hype feat. Such (lapix Remix) by Chrubble
40,2019-05-28T15:19:57+00:00,2,653211,910858,24,1,[osu!catch] Sound Horizon - Yoiyami no Uta by Vincs
40,2019-05-28T15:20:05+00:00,2,634496,910859,26,5,[osu!catch] Memme - Goat Fantasia by Spectator
40,2019-05-28T15:20:22+00:00,1,790685,910861,41,3,[osu!taiko] toby fox - Ruins (sasakure.UK Remix) by eae
40,2019-05-28T15:20:30+00:00,1,29454,910862,20,5,[osu!taiko] Au - U.Nknown Goose by Chocopikel
40,2019-05-28T15:20:37+00:00,1,841514,910863,24,6,[osu!taiko] katagiri - kuu by Backfire
40,2019-05-28T15:20:45+00:00,1,784533,910864,39,4,"[osu!taiko] Cranky - Feline, the White... by -[ ix Ishida xi ]-"
40,2019-05-28T15:21:07+00:00,0,675779,910866,176,16,[osu!standard] Camellia - NUCLEAR-STAR by ProfessionalBox
40,2019-05-28T15:21:15+00:00,0,496199,910867,172,27,[osu!standard] Kurokotei - Scattered Faith by MinG3012
40,2019-05-28T15:21:22+00:00,0,352271,910868,129,4,[osu!standard] kors k feat. RIRE - Nirvana (Camellia&#039;s &quot;BinaryHeaven&quot; Remix) by taku
40,2019-05-28T15:21:30+00:00,0,288752,910869,141,20,[osu!standard] MAN WITH A MISSION - When My Devil Rises by NyaKame
40,2019-05-28T15:21:37+00:00,0,574824,910870,137,10,[osu!standard] Madsonik &amp; Kill The Noise - Divebomb (feat. Tom Morello) by Ksardas
40,2019-05-28T15:21:45+00:00,0,873084,910871,169,15,[osu!standard] Toby Fox - THE WORLD REVOLVING by Ancelysia
40,2019-05-28T15:21:52+00:00,0,526508,910872,103,8,[osu!standard] Rib - Seisou Bakuretsu Boy by Midge
40,2019-05-28T15:22:00+00:00,0,611851,910873,164,17,[osu!standard] Guriri - -ERROR by Kalindraz
40,2019-05-28T15:22:07+00:00,0,551486,910874,120,11,[osu!standard] Feryquitous - Dille by Linada
40,2019-05-28T15:22:15+00:00,0,104740,910875,164,49,[osu!standard] Glutamine - Remote Control by Lokovodo
41,2019-06-19T19:59:09+00:00,3,748377,920494,40,6,"[osu!mania] Camellia feat. Nanahira - Niwaka Sannen Ota Hachinen, Internets wa for ... by Kim_GodSSI"
41,2019-06-19T19:59:16+00:00,3,349611,920495,41,5,[osu!mania] Sano Hiroaki feat. Tatsumi Megumi - Tsubomi (Long Version) by moni
41,2019-06-19T19:59:24+00:00,3,884240,920496,43,7,[osu!mania] The Flashbulb - DIDJ PVC by Vortex-
41,2019-06-19T19:59:31+00:00,3,621883,920497,59,10,[osu!mania] Suzuki Konomi - One Day Sky by shuniki
41,2019-06-19T19:59:39+00:00,3,409921,920499,56,10,[osu!mania] Creaky Jackals - PLVCK by Flexo123
41,2019-06-19T20:00:04+00:00,2,742694,920501,45,3,[osu!catch] nameless - All I Need are Things I Like by Alostis
41,2019-06-19T20:00:11+00:00,2,191008,920502,39,2,[osu!catch] DystopiaGround - AugoEidEs by Serena-
41,2019-06-19T20:00:29+00:00,1,894655,920505,17,9,[osu!taiko] katagiri - Never to Fade Away by iceOC
41,2019-06-19T20:00:36+00:00,1,477116,920506,53,7,[osu!taiko] antiPLUR - Speed of Link by Skull Kid
41,2019-06-19T20:00:44+00:00,1,512030,920507,30,7,[osu!taiko] Yunomi - Oedo Controller (feat. TORIENA) by Y O U T A
41,2019-06-19T20:00:51+00:00,1,350565,920508,22,7,[osu!taiko] xi underground - Let&#039;s madness? by Sayaka-
41,2019-06-19T20:01:14+00:00,0,173011,920510,201,11,[osu!standard] Himeringo - Idola no Circus by cRyo[iceeicee]
41,2019-06-19T20:01:21+00:00,0,607233,920511,174,9,[osu!standard] YUC&#039;e - Future Cider by Kaifin
41,2019-06-19T20:01:29+00:00,0,336828,920512,176,12,[osu!standard] D(ABE3) - MANIERA by SakiZ
41,2019-06-19T20:01:36+00:00,0,419144,920513,158,13,[osu!standard] Dempagumi.inc - Denden Passion by Yoari
41,2019-06-19T20:01:44+00:00,0,75432,920514,120,6,[osu!standard] KISIDA KYODAN &amp; THE AKEBOSI ROCKETS - Jiyuu e no Sanka by Nyquill
41,2019-06-19T20:01:51+00:00,0,711626,920515,151,9,[osu!standard] nameless - Last Battle by Toumei Dragon
41,2019-06-19T20:01:59+00:00,0,230267,920516,94,6,[osu!standard] OSTER project - AA -Renaissance Concertino Mix- by Alumetorz
41,2019-06-19T20:02:06+00:00,0,580821,920517,213,23,[osu!standard] Krewella - Say Goodbye (Speed Up Ver.) by saggi
41,2019-06-19T20:02:14+00:00,0,838540,920518,206,7,[osu!standard] PSYQUI - Start Up feat. Such by dong2729
41,2019-06-19T20:02:21+00:00,0,596814,920519,213,21,[osu!standard] Yuaru - Asu no Yozora Shoukaihan (Speed Up Ver.) by Shunao
42,2019-06-30T03:11:15+00:00,3,647297,925093,41,4,[osu!mania] Nitro Fun &amp; Hyper Potions - Checkpoint by Kawawa
42,2019-06-30T03:11:23+00:00,3,399373,925095,35,5,[osu!mania] M2U - Promise by Jinjin
42,2019-06-30T03:11:42+00:00,3,846374,925096,48,7,[osu!mania] Nekomata Master - Scars of Fauna by Raveille
42,2019-06-30T03:11:55+00:00,3,566156,925097,44,6,[osu!mania] hyi - you can recover by Valedict
42,2019-06-30T03:12:02+00:00,3,276927,925098,42,8,[osu!mania] Shiraishi - Shin Sennen Joou by Zyph
42,2019-06-30T03:12:27+00:00,2,461355,925100,35,6,[osu!catch] eFeL - Broken Hearts by ExGon
42,2019-06-30T03:12:35+00:00,2,394195,925101,33,6,[osu!catch] Momo Meshi - aoyama blue by Jervis
42,2019-06-30T03:12:56+00:00,1,414317,925103,49,10,[osu!taiko] UNDEAD CORPORATION - Flowering Night Fever by Ekoro
42,2019-06-30T03:13:05+00:00,1,517281,925104,32,10,[osu!taiko] LeaF - ATHAZA by vzk
42,2019-06-30T03:13:19+00:00,1,645283,925105,34,6,[osu!taiko] Camellia - CLOUDY WITH INTERMITTENT RAIN by Alchyr
42,2019-06-30T03:13:29+00:00,1,740097,925107,116,23,[osu!taiko] Nasty Maid Grinder - Necromancer by Stefan
42,2019-06-30T03:13:51+00:00,0,753858,925109,152,8,[osu!standard] Camellia - GALAXY BURST by Zaiten
42,2019-06-30T03:14:02+00:00,0,257607,925110,336,32,[osu!standard] xi - FREEDOM DiVE by lahphnya
42,2019-06-30T03:14:13+00:00,0,119209,925111,97,9,[osu!standard] Mofu@ - Soitogeta Android e by Natsuki Nanaka
42,2019-06-30T03:14:21+00:00,0,599042,925112,109,13,[osu!standard] KISIDA KYODAN &amp; THE AKEBOSI ROCKETS - EGOISTIC HERO by Nattu
42,2019-06-30T03:14:30+00:00,0,414034,925113,184,12,[osu!standard] Camellia - K.Y.A.F.A. (Kill You All Fucking Asshole) by DeRandom Otaku
42,2019-06-30T03:14:37+00:00,0,27238,925114,97,15,[osu!standard] RIP SLYME - Super Shooter by galvenize
42,2019-06-30T03:14:46+00:00,0,299871,925115,142,12,[osu!standard] Masa - Onigumo to Kitsune no Shishi to by Yales
42,2019-06-30T03:14:54+00:00,0,67937,925116,269,15,[osu!standard] Cartoons - Witch Doctor by Mara
42,2019-06-30T03:15:01+00:00,0,790282,925117,161,31,[osu!standard] slythe - cyber imagination by Mismagius
42,2019-06-30T03:15:10+00:00,0,807547,925118,238,9,[osu!standard] kors k - Ultra Hardcore (P*Light Remix) by Kardshark
43,2019-07-21T17:29:27+00:00,3,831039,934325,96,9,[osu!mania] *namirin - Sakurairo Time Capsule by MisterLuka
43,2019-07-21T17:29:35+00:00,3,732982,934326,52,9,[osu!mania] The Flashbulb - Chik Habit by Gekido-
43,2019-07-21T17:29:45+00:00,3,658081,934327,91,20,[osu!mania] Camellia - GHOST by Lynessa
43,2019-07-21T17:30:05+00:00,2,800670,934329,54,4,[osu!catch] PSYQUI - Be There by GiGas
43,2019-07-21T17:30:13+00:00,2,731786,934330,45,2,[osu!catch] Helblinde - A Reyvateil&#039;s Curse by Zyzyx
43,2019-07-21T17:30:30+00:00,1,858866,934332,47,7,[osu!taiko] lapix - Foolish Hero (FutureCore Mix) by HEKUSODASU
43,2019-07-21T17:30:38+00:00,1,810738,934333,48,9,[osu!taiko] Hommarju - Wowie Zowie! by Poii
43,2019-07-21T17:30:45+00:00,1,607963,934334,35,3,[osu!taiko] M2U x NICODE - LUNE - Chiptune &amp; Music Box Arrange Ver. by uone
43,2019-07-21T17:30:53+00:00,1,615860,934335,41,7,[osu!taiko] Camellia - Nightmare of Hornets Squad by Ulqui
43,2019-07-21T17:31:15+00:00,0,421467,934337,203,12,[osu!standard] Lia - Tori no Uta by OK_oreGENKI
43,2019-07-21T17:31:23+00:00,0,977787,934338,691,40,[osu!standard] Geri Halliwell - It&#039;s Raining Men by -NeBu-
43,2019-07-21T17:31:30+00:00,0,503580,934339,200,13,[osu!standard] C-Show - War Machine by ProfessionalBox
43,2019-07-21T17:31:38+00:00,0,99144,934340,153,21,[osu!standard] paraoka feat. MIMORU*STARDUST - Rainbow Archiver by elchxyrlia
43,2019-07-21T17:31:45+00:00,0,698618,934341,167,13,[osu!standard] Nhato - Amygdala by ErunamoJAZZ
43,2019-07-21T17:31:53+00:00,0,486007,934342,290,31,[osu!standard] fartwad - Stereo Sayan 3D by Rebanto
43,2019-07-21T17:32:00+00:00,0,429241,934343,207,21,[osu!standard] Extra Terra &amp; Urbanstep - Lost In Time by NazuSan
43,2019-07-21T17:32:08+00:00,0,635549,934344,163,23,[osu!standard] Dance Gavin Dance - Frozen One by Zaiten
43,2019-07-21T17:32:15+00:00,0,469683,934345,433,31,[osu!standard] Imperial Circus Dead Decadence - Uta by Raikozen
43,2019-07-21T17:32:23+00:00,0,859515,934346,563,31,[osu!standard] K A Z M A S A - Bon Appetit S (Oldskool HappyHardcore Remix) (Sh ... by BarkingMadDog
44,2019-08-04T22:54:34+00:00,3,884981,940576,48,9,[osu!mania] Kurosaki Maon - Gravitation by tangjinxi
44,2019-08-04T22:54:39+00:00,3,292994,940577,149,19,[osu!mania] ueotan - Mario Paint (Time Regression Mix for BMS) by Fullerene-
44,2019-08-04T22:54:47+00:00,3,981714,940578,110,8,[osu!mania] Imperial Circus Dead Decadence - Uta by Evening
44,2019-08-04T22:55:07+00:00,2,508597,940580,15,3,[osu!catch] Mitchie M - Suki ! Yuki ! Maji Magic by Nucoin
44,2019-08-04T22:55:14+00:00,2,406487,940581,21,2,[osu!catch] Cres - End Time by Callionet
44,2019-08-04T22:55:35+00:00,1,817767,940583,23,3,[osu!taiko] w_tre respect for AT&amp;HU - Schur&#039;s Theorem by Raphalge
44,2019-08-04T22:55:43+00:00,1,565909,940584,17,3,[osu!taiko] Shiron - Deadly Dolly Dance by butter0414
44,2019-08-04T22:55:50+00:00,1,602600,940585,30,16,[osu!taiko] Chorogons - Ishukan Communication(TV size) by Skylish
44,2019-08-04T22:56:10+00:00,0,23412,940587,96,13,[osu!standard] The Quick Brown Fox - Coward Killing Time by theowest
44,2019-08-04T22:56:18+00:00,0,30682,940588,92,5,[osu!standard] RYO - Shuffle Heaven by AngelHoney
44,2019-08-04T22:56:30+00:00,0,428463,940589,63,5,[osu!standard] Starset - My Demons by Nightsky
44,2019-08-04T22:56:37+00:00,0,611507,940590,107,14,[osu!standard] Balduin &amp; Wolfgang Lohr (feat. Alanna) - Dizzy by Arastelia
44,2019-08-04T22:56:44+00:00,0,904955,940591,130,24,[osu!standard] Dalas Calvo (Joan Sebastian y Alberto Vazquez) - Maracas by Mantecolky
44,2019-08-04T22:56:52+00:00,0,809913,940592,187,23,[osu!standard] Porta - Dragon Ball Rap by Tatan
44,2019-08-04T22:56:59+00:00,0,438763,940593,86,6,"[osu!standard] $44,000 - #pumpmycrunkbeetz by Silverboxer"
44,2019-08-04T22:57:07+00:00,0,280795,940594,103,13,[osu!standard] Various Artists - Arphimigon Collection Two by Arphimigon
44,2019-08-04T22:57:15+00:00,0,798615,940595,101,19,[osu!standard] Joji - YEAH RIGHT by Ksardas
